Name,WikiTitle,WikiPageId
Ellen Goodman,Q5364854,1266559
Charlie Robinson,Q5085464,13633986
Carol Moseley Braun,Q289396,186833
Frank Ricci,Q3430395,22529089
Nikolay Valuev,Q508929,2534852
Helen Walton,Q256075,615338
Warren Chisum,Q7970109,9161542
Rudy Jaramillo,Q3446795,7999955
Walter Parkes,Q1971768,1703973
Matt Kemp,Q746914,10359695
Brock Bolen,Q4972697,24248026
Ted Hartley,Q7693276,8042523
Eliel Saarinen,Q312028,304903
Eric Fehr,Q1351276,5510112
Lewis Nielson,Q16145594,40675322
Luis Tiant,Q3266840,1010217
Emma Stone,Q147077,3741746
Joseph C. Casdin,Q6281866,37712147
Ellen Lupton,Q535193,10956484
Mario Schifano,Q1411112,19279309
Charles P. Murray,Q5081434,13115172
Jonathan Pryce,Q312702,144364
Josh Wright,Q2080859,12837321
Agyness Deyn,Q181243,10775246
Joseph Campbell,Q295516,16315
Charles Marville,Q329387,9215343
Michael Patrick Hearn,Q6833404,5552036
Rick Davis,Q721935,1765393
Adam Henrich,Q3604987,18350281
Rexford Guy Tugwell,Q887045,2067976
Richard A. Epstein,Q7323685,296180
Daniel Joseph Maldonado,Q5218032,10563392
Robert Caruso,Q7342807,18868887
Chishu Ryu,Q958714,1489002
Bing Lee,Q4914136,14221896
Shirley Yamaguchi,Q253862,2025621
Todd Graves,Q7812394,11143016
Trude Lash,Q7847243,3060146
Noah Lennox,Q2096837,9903395
Manfred Gnjidic,Q6748496,3384734
Joe Pesci,Q20178,277463
Stuart H. Altman,Q7626275,20181939
Mark Burnett Productions,Q3294019,457841
Emma Bovary,Q193417,161242
Jonny Walker,Q6275841,1017565
Robert W. Woodruff,Q3658180,1358906
Edward Lear,Q309759,10408
Elena Anaya,Q240949,2434884
Cabrera Infante,Q302675,1260596
Walter Payton,Q963117,5069759
Reid Hall,Q7309954,3968290
Rhett Miller,Q602951,2345828
Mike Mainieri,Q939131,7179370
Sarah Roemer,Q202853,10605405
T. T. Sutherland,Q465356,14547896
David Childs,Q1173984,4764241
Terri Jentz,Q7703599,8100329
Kathleen Murphy,Q6376854,13527270
Jeffrey A. Taylor,Q6175813,10172617
Alexis Dos Santos,Q2834494,45603144
John Belluso,Q6221475,4079326
Robert T. Watson,Q4356270,61142
Vincent K. Brooks,Q2526622,390776
Cecil Cooper,Q2943685,2406434
Bill Clark,Q4908477,14499578
Larry The Cable Guy,Q331728,1200093
Brian Lapping,Q4964434,36976589
Rhys Ifans,Q215017,891112
Sonny Jackson,Q7562053,5893706
Brian Gardner,Q4963821,13562037
Adams Morgan,Q2057409,654688
Leslie Gore,Q16079692,42176856
Le Retour,Q3226379,22703355
Juliet Huddy,Q6308877,2377241
Fred Merkle,Q1562604,1641480
Perry Cox,Q2531070,4723009
Odean Pope,Q1679961,15868882
Sylvia Browne,Q335100,419549
Adrian Lyne,Q373474,919677
Ryan Karhut,Q7384202,22461178
Dennis Quaid,Q200768,314563
Mike Reinfeldt,Q6848541,9469675
Thomas Fortune Ryan,Q7789742,747853
Victor Hobson,Q14950933,4946243
Chris Mueller,Q5107526,30241657
Pierre Koffman,Q7192301,24362609
John Moodie,Q15995956,10046666
Rudy Galindo,Q2001375,1429817
Chris Rolle,Q5107924,10746171
Sam Hoyt,Q7407662,1709988
Allegra Kent,Q4731397,6786850
Dave Fultz,Q5228795,5340521
Ken Mitsuishi,Q873908,7435366
Dade Behring,Q581398,31321915
Bich Minh Nguyen,Q4903591,30486654
Eric Heiden,Q311289,38988
Brett Cooper,Q4962124,32473352
Dan Black,Q523837,2658038
Gardar Eide Einarsson,Q11971561,44993718
Brevin Knight,Q2557166,2452369
Kenneth G. Libbrecht,Q11170094,9361368
James Weeks,Q4163943,5827786
Andrew Craig,Q4756701,34894193
Johannes Wieland,Q112278,31281182
Stewart Granger,Q310150,420537
Tom Dicillo,Q784641,2615532
Claudia Coulter,Q2514807,16759165
Georges Pretre,Q342381,358387
Benny Andrews,Q4889934,7916102
Charles Bock,Q2454262,13760220
Charlotte Ronson,Q5086127,19448159
Susan Chamblee,Q2984085,6009044
Martin J. Sullivan,Q6775780,3525237
Natalia Vodianova,Q232754,1797921
Alex Reymundo,Q4717680,11631465
Kehila Kedosha Janina Synagogue,Q2742366,8905963
John Harrisson,Q4890080,28605788
Lesley Blanch,Q372217,2199805
Paul Kocher,Q3371582,808639
George C. Marshall,Q151414,36623
Travis Metcalf,Q7836322,11302655
Jim Hines,Q346602,67837
David Backes,Q1173622,8560423
Melissa Errico,Q536974,7710819
Rick Ankiel,Q3431525,1090387
Terry Pendleton,Q3518920,486632
William L. Nash,Q8014196,2872368
Mildred Pierce,Q981052,73530
Alvin Toffler,Q297425,930
Hurricane Wilma,Q849719,2878666
Brock Bradford,Q4972701,29404338
Courtney Taylor Burness,Q1137851,27317043
Ken Warwick,Q6388666,3879527
Josh Blue,Q2309477,5648239
Ace Adams,Q4672953,4958470
Barry Trotz,Q608839,641248
Jeremy Rifkin,Q505154,500700
Tim Donahue,Q7803433,8753977
Joseph Lieberman,Q160157,74456
Thomas Mayer,Q7792246,33258107
Alan Trammell,Q1588047,712848
Abe Gibron,Q4666386,4095599
Todd Heisler,Q7812426,6441390
Steven Jordan,Q7614945,4940393
Brian Richardson,Q4965130,8402393
Mary Bacon,Q875567,27401991
Li Lanqing,Q388125,297312
Doc Severinsen,Q711921,275493
Kazunari Ninomiya,Q362277,3175326
Cynthia Tucker,Q5200164,2079968
Harry Treadaway,Q138073,10702537
Ivan Boesky,Q704997,578560
Eric Simonson,Q1351634,18249074
Susanne Vielmetter,Q7648804,16992585
Mischa Zverev,Q60289,12230743
Gordon Mckay,Q5585545,38242139
Joan Chen,Q270672,345769
Gwendolyn Brooks,Q270715,412283
Henry Segerstrom,Q16089788,31439200
Ethan Maniquis,Q3059246,38102629
Dan Haren,Q1133423,1299044
Mehmet Ali Agca,Q181938,20221
Timothy Geithner,Q311211,21214078
Marquis Daniels,Q555374,1745924
Mimi Hines,Q6862142,17373320
Dagny Taggart,Q3253031,359
Orville Prescott,Q7105248,31699876
Jack B. Kubisch,Q6111087,27824442
Michael Sorkin,Q6834517,6366541
Jim Nutt,Q6197218,9616182
Les Halles,Q913434,71798
Paul Hindemith,Q57244,81469
Janice Dickinson,Q230911,1690767
Natalie Wexler,Q6968263,9987970
Mark Sarvas,Q6769591,14236247
Ernest Rutherford,Q9123,9603
Richard J. Wood,Q7326787,21241734
Arthur M. Sackler,Q4799609,2391989
Patrick Eaves,Q2004044,3523055
Ulpio Minucci,Q5954469,2790640
Peter Orlovsky,Q1983102,1919143
Ken Billington,Q6387323,11897204
Horace Pippin,Q325076,1245432
Daniel Bender,Q5216535,20432841
Jean Beliveau,Q505479,344256
Phyllis Dietrichson,Q2270341,14131608
Allan Stauber,Q18353375,44134723
Claire Shulman,Q5125309,2517311
Bruce Vilanch,Q991864,2155218
Norman Mclaren,Q716552,230264
Alphonse Mucha,Q146691,102989
William Jolitz,Q3109356,1878112
Rebecca Rios,Q7301883,20350191
Frank Gifford,Q1261570,445861
Cory Kahaney,Q16195138,1275717
Robbie Coltrane,Q296008,18958666
Poul Kjaerholm,Q4385311,410200
Mitch Maunu,Q3302026,6133010
Myron Stout,Q19666172,45272196
Danny Peary,Q5220732,4108093
Bianca Kajlich,Q247088,5425633
Kathleen L. Casey,Q6376781,16837027
Shannon Johnson,Q454550,936077
Chris Davenport,Q5106358,30797792
Paul Reiter,Q1337747,9275369
Jay Sidhu,Q6167190,16885114
Ralph Bunche,Q213500,316772
Magdalena Kozena,Q240430,3440016
Piet Oudolf,Q1407899,5234768
Michiel Vos,Q2401251,18630659
Zachary Knighton,Q139610,7762201
Thomas Rowlandson,Q318584,280068
Monique Coleman,Q230194,4462806
Micah Z. Kellner,Q6827879,11627199
Mark Bradford,Q16193971,5595351
Jim Davidson,Q2559713,1947027
Carla White,Q520680,18021305
John Cocke,Q92632,301915
Sam Presti,Q7408037,11644718
Felix Rohatyn,Q3068171,1674824
Jack Schwarz,Q6115046,10523986
Frederick W. Smith,Q324086,1207066
Felix Vallotton,Q123740,7657254
Lil Mama,Q232085,12174826
Li Yuchun,Q698103,2550711
John Maybury,Q3182021,6354255
Ann Patchett,Q433485,2017775
Byron Janis,Q1018612,1137252
Larry Gross,Q6490430,3032702
Frank Lewin,Q15462762,7639960
Angel Pagan,Q3577015,4766265
Paul G. Allen,Q162005,23347
Joe Lunardi,Q6211017,9962304
Nick Danger,Q7026985,2121231
Josef Hoffmann,Q84250,10899874
John F. Keenan,Q16091234,16845855
Christine Taylor,Q233022,105307
Kevin Norton,Q1622460,14114506
Jonathan Schell,Q1703300,1287178
Beatrix Farrand,Q437714,75285
Laurence Foley,Q1807980,2228219
Jarvis Moss,Q3807369,8891229
Bob Menendez,Q888132,694313
Gin Lane,Q4879965,15570028
Mike Rounds,Q722503,375373
Karl Walter Lindenlaub,Q77588,7068411
Neil Howard,Q6988772,26735957
Mark Hoppus,Q4271,183387
Barbara Paul Robinson,Q4859214,28564463
Orlando Cabrera,Q3178832,849789
Pankaj Mishra,Q277575,1470315
Robert Lehrman,Q7346833,31018576
Timmy Williams,Q7806851,12271528
Jon Dekker,Q263155,12938382
Helen Darling,Q389506,2456898
Christopher Evan Welch,Q15272774,41255877
Geneva Carr,Q2093054,22211563
Monroe H. Freedman,Q6902201,24602117
David Macaulay,Q1134356,1464891
Julie Friedman,Q6308181,11893655
Jeff Glen Bennett,Q311103,1255446
Mike Milbury,Q3313457,2009856
Peter Seitz,Q7176853,23630776
Russell Brown,Q266000,414733
Archibald Cox,Q633113,118394
Alfred Polgar,Q45287,19342223
Victor Serge,Q362009,1212497
Tina Chen,Q3991527,4603587
Frank Ochberg,Q3082754,6417884
John W. Oxendine,Q11310728,2524301
John Foster Dulles,Q223677,80125
Paolo Gentiloni,Q1071031,5181008
David Bengurion,Q37610,67765
Cornelia Funke,Q57971,1698400
Rue Laffitte,Q3448718,23515312
Willis Ward,Q8022123,15394015
Felix Mendelssohn,Q46096,76370
Ali Hamdan,Q6419308,41284957
Kristen Johnston,Q234096,1799263
Jason Alexander,Q311754,16480
Hamid Gul,Q1419166,2921264
Des Forges,Q299513,18930471
Trot Nixon,Q2739785,609127
Millicent Fenwick,Q529663,486888
Xavier Carter,Q713022,5517609
Marie Stopes,Q442231,202327
Lou Adler,Q568770,2382001
Anthony Morrow,Q573677,19007030
Mona Simpson,Q238331,473342
Jason Danieley,Q6162311,11319306
Marco Antonio Solis,Q1627834,4505647
Evan Ziporyn,Q1379688,411256
Jacques Sauniere,Q6599579,5293466
Lou Myers,Q6685664,1723815
Thomas Von Essen,Q7794720,5218488
Ed Begley,Q318312,779475
Lucille Lortel Theater,Q6697298,10254316
Joseph Potasnik,Q6286326,29512204
Klaus Badelt,Q57833,1559641
Gene Hart,Q5531256,5011611
Sam Singer,Q7408158,31478252
Paul Shuey,Q7153590,10388434
Jake Jacobs,Q6124758,29010192
Matthew Pratt,Q6791089,37686399
D. L. Hughley,Q536308,524989
Matthew Rettenmund,Q6791121,14767192
Sandor Marai,Q36951,627344
Ton Koopman,Q445121,3818460
Angelo Falcon,Q4762877,6078698
Michael Pena,Q359488,2684472
Frederick Phillips,Q5498557,10850093
Jim Parsons,Q190972,13331280
Joel Bergvall,Q18810886,40420112
Gerald Perry,Q5549476,6074441
Bob Mintzer,Q591682,3103077
Michael Fullerton,Q6830445,8453317
Steve Elmendorf,Q7612486,7650476
Suzanne Mubarak,Q238529,1992165
Ted Sperling,Q7693752,23732462
Matt Serletic,Q6789319,2852488
Helen Deutsch,Q1601828,8266401
Christopher Jensen,Q733963,42725606
Timothy Olyphant,Q309835,1676648
Stonewall Kitchen,Q7619373,18664010
Johnny Winter,Q332635,316711
Magglio Ordonez,Q928155,625493
Ryan Raburn,Q2748741,1570916
Saul Anuzis,Q7427274,5062472
Shayna Steele,Q7491695,22224845
Lisa Madigan,Q529140,1284308
Marlon Wayans,Q310785,650466
Simon Morrison,Q15452015,21301941
Garrett Zuercher,Q5523957,28113744
Jeff Gross,Q5520508,922667
Daniel Battsek,Q5216511,23021974
Orrin Thompson,Q7104090,8407212
Nacho Libre,Q909767,2439396
Joe Van Moyland,Q1691630,11259311
Kiryas Joel,Q913420,126943
Jeffrey Mark Deskovic,Q3400908,7086225
Kendall Jackson,Q3195114,4511242
Christine Bottomley,Q5110934,15098657
Robert Pinto,Q2159578,6156272
Roger Vignoles,Q3439553,5893815
Dawn Ostroff,Q5242487,6599618
Susan Hiller,Q292115,14852245
Steven Heighton,Q7614805,886937
Victor Conte,Q979655,1244693
Deborah Kennedy,Q5248291,7407895
Warren Sapp,Q180342,538870
Bert Cunningham,Q15998213,11561805
Richard Diebenkorn,Q1281597,690897
Stephen J. Morse,Q16963629,41978572
Gabriel Macht,Q320651,2278550
Wesley Matthews,Q928950,20222491
Stephen E. Braude,Q7609117,7383908
Kemal Dervis,Q205790,261440
Frank Chance,Q784534,531452
Tom Bernard,Q16886151,39985062
Wanda Sykes,Q237194,614368
Victoria Toensing,Q7927090,2905716
Kresimir Mikic,Q12634890,41779400
Debbie Ford,Q5247919,38583700
Carla A. Hills,Q457445,950751
Jeremy Bonderman,Q329867,924764
Howard Norman,Q5920510,21217233
Joseph Biondo,Q6281539,17358154
Gene Luen Yang,Q5531537,7619558
Merle Travis,Q1276598,1071818
Jon Plowman,Q15968290,793633
Pablo Ozuna,Q3108214,2902330
Theodore Rousseau,Q310025,838637
Peter Sculthorpe,Q924162,519261
Chaim Soutine,Q160141,63075
Jim Jennings,Q6195880,29829697
Derrick Turnbow,Q5263114,2151702
V. C. Andrews,Q275955,1194329
Helmut Wimmer,Q5709795,33457789
Jesse Shapiro,Q1033198,23509793
Dustin Osborn,Q16223336,14416427
Hurricane Andrew,Q1050309,35999637
David Gell,Q5234074,2863859
David Gergen,Q3701575,1529248
Howard Owens,Q5921000,33641203
Anthony Eden,Q128995,18949275
William M. Sloane,Q8015647,23453055
James L. Oberstar,Q465775,493616
Edward W. Felten,Q92932,442140
Tyne Daly,Q255651,657120
Joel C. Hunter,Q6213596,5982121
Juliette Lewis,Q230523,484066
Lawrence S. Bacow,Q6504550,1483295
Bobby Lashley,Q317370,2234586
Richard Milhous Nixon,Q9588,25473
Heath Shuler,Q1592517,2302919
Larry Carter,Q6490064,31043969
Marisa Wegrzyn,Q6765589,25279604
Kevin Kennon,Q6396680,18981218
Leon Jaworski,Q3229639,315739
Dick Vitale,Q321280,753740
Thomas Schoos,Q16197220,17087831
Carlos Slim Helu,Q170419,629851
Bill Carter,Q4908434,2640511
John L. Smith,Q6243698,4264704
Jo Kondo,Q11638927,2132666
Tyler Pope,Q371,600744
Don Pasquale,Q723941,38386
Alice Martin,Q4725986,16042943
Antonio Margarito,Q603225,343783
Steven Weinberg,Q179282,205859
Morris Berman,Q15488350,6048952
Sheridan Snyder,Q7494913,5614140
Adrian Gostick,Q4685056,27742194
Richard Francis,Q7325760,6881435
Sharon Lockhart,Q3481523,39954391
Josh Carter,Q1708549,16473444
Bret Prinz,Q4961952,5562917
Kenneth Duberstein,Q924842,556595
Joe Pitts,Q1674465,964121
Dick Schafrath,Q5273344,9131003
Phaedra Parks,Q7759590,19011177
Roya Hakakian,Q340046,2311784
Benjamin Spock,Q310694,54522
Frank Popper,Q3082774,6748187
Jim Babjak,Q16145912,3669735
Auerbach Grayson,Q4820291,23510839
Tyronn Lue,Q2447626,2316883
Chuck Strahl,Q2967611,430105
Francis Henry Taylor,Q592755,6753843
Scott Dunlap,Q7436270,6275211
Marc Denis,Q715472,502975
Glenn Williams,Q3362692,3522236
Kelly Holcomb,Q6386079,963071
Pete Laforest,Q3383320,3021716
Robert G. Bottoms,Q7344598,17122061
Valerie Vainieri Huttle,Q7911287,2733014
Paula Zahn,Q3090547,521460
David Krakauer,Q972261,6211289
Camille Paglia,Q255463,23820760
Marc Staal,Q960003,3191592
Diane Madden,Q5271514,21274931
Sven Birkerts,Q2370989,872558
David Dinkins,Q467133,359900
Bruce Cain,Q4977418,18657699
Supakorn Kitsuwon,Q4388487,8885176
Pierre Hardy,Q3385428,38392931
Glenn H. Curtiss,Q454544,290046
Keyon Dooling,Q304349,2452471
Keri Lotion,Q6393875,29629725
J. Jonah Jameson,Q1992523,140905
Franco Mattes,Q5415207,25196387
Richard Shepard,Q1446528,13242030
Richard Dooling,Q1518033,6385901
Matthew Prescott,Q6791094,24978562
Brad Strickland,Q4954295,2448623
James The Greater,Q43999,171625
Michal Handzus,Q937057,2736226
Jackie Rogers,Q16106432,28343281
Edith Irving,Q960612,665475
Brenda Watson,Q4960784,41598661
Charlotte Moss,Q18720147,44883255
Andrew St. John,Q4758627,8063155
William Trevor,Q528826,720783
Ben Wendel,Q4886670,33998830
Ann Duquesnay,Q4766377,8089219
Jimmy Neutron,Q6200946,40469965
Sanford Levinson,Q7417640,24642342
Candida Hofer,Q450910,4416108
Ignacio Berroa,Q1657245,11996792
Janusz Kochanowski,Q2665951,8877528
John Gulager,Q6236562,3169580
Didier Lockwood,Q960633,26895513
Wislawa Szymborska,Q42552,33290
Scott Dohmann,Q7436251,3008641
Adolphus Greely,Q366008,2350159
Keith Miller,Q2735268,1061737
Walter Herrmann,Q552489,6492197
Du Pont,Q221062,201829
Vincent Warren,Q3559882,45227636
Daniel E. Freeman,Q14947929,40641278
Cy Twombly,Q159566,1451518
Ken Caldeira,Q6387408,17433076
Jonathan I. Lunine,Q6273750,13053868
Estrella Morente,Q293773,9858858
Alvin Brooks,Q4738048,10045783
Richard Nathan,Q7328006,17097249
Tara Fitzgerald,Q272174,909198
J. David Brimmer,Q5231748,4741874
Manny Vega,Q6751062,22946115
Akhmed Zakayev,Q340556,155410
Richard Sheridan,Q352725,162371
Matt Richtel,Q6789238,9251543
Josh Schwartz,Q728217,1607852
Meadow Soprano,Q2456679,515869
Wayne Rooney,Q266613,199445
Ronald Steele,Q3544965,5911084
Thomas Hobbes,Q37621,29823
Gerald F. Else,Q5549103,13977801
Brian Boitano,Q451095,4631
David Keith,Q537190,727852
Aaron Davis Hall,Q4661957,6011588
V. T. Hamlin,Q2526753,2499453
Mildred Breed,Q18344865,44134763
Ricky Nelson,Q303207,164398
Kent Jones,Q15486750,6905236
Aaron Anderson,Q4661812,8922170
Nick Di Paolo,Q16194514,1981874
Hankus Netsky,Q5648568,20185554
Caleb Carr,Q1026532,581028
Tarik Glenn,Q7686065,1975758
Lisa Norris,Q6558309,2066214
Andrea Bronfman,Q4097056,3831532
Brendan Gleeson,Q206659,1468272
Mal Peet,Q1886587,8405199
Ronald Katz,Q1332213,9045054
John Maringouin,Q6246732,5878944
Allen Rucker,Q4731853,10180439
Bill Bollinger,Q861946,32388260
Embeth Davidtz,Q260622,705774
Jose Regio,Q364599,9891883
Willy Holtzman,Q8022556,21134804
Anna Levine,Q448587,45103749
Stacey Richter,Q7595864,18214927
Tim Spalding,Q742640,4538455
Paul Valery,Q200639,23519
Ali Saleem,Q732406,4852541
Mark R. Dybul,Q6769365,11861328
Phillip Aspinall,Q2087998,2205047
Rene Girard,Q129228,1345074
Trixie Norton,Q742551,255777
Jamie Reynolds,Q840882,5692164
James Hetfield,Q484302,269826
Albert Frere,Q468492,5841464
Jancis Robinson,Q463895,2654838
Takafumi Horie,Q1193093,1563977
James J. White,Q6136777,11033545
Jimmy Gobble,Q786904,1574463
Kay Ryan,Q276423,7143603
Obafemi Ayanbadejo,Q951790,1544585
Francisco Rosario,Q5483904,5483974
Isaac Goldberg,Q1673390,9694703
Emilio Ambasz,Q655905,37801333
William Godwin,Q188569,142615
Bryan Lourd,Q4980225,14538220
Bush Six,Q5001412,22299360
Curtis Sliwa,Q3569688,1002871
Amanda Weir,Q2492648,4356416
Lewis Hine,Q347194,231631
William Livingston,Q878535,236313
Jerry Stiller,Q316857,240942
Serena Sutcliffe,Q16107149,3377787
Melvin Edwards,Q3305305,8799956
Barry C. Scheck,Q4864713,2931475
Jack Dreyfus,Q6112189,4941436
Frank Borman,Q18762,80897
Mooney Suzuki,Q466141,168580
Andre Caldwell,Q4754748,2983799
Jennifer Baichwal,Q14949411,34825143
Lou Rawls,Q455821,612268
Miguel Angel Moratinos,Q352302,1276346
Nelson W. Polsby,Q6990772,9408535
Steve Carr,Q7612160,16368353
Francis S. Collins,Q336658,23943084
Michael Best,Q6828614,11203323
Brian Steidle,Q913081,14062303
J. Terrence Lanni,Q7703481,2328506
Cesar Izturis,Q3010472,707214
Sydney Johnson,Q3979058,10978322
Steve Case,Q562917,285956
Wendell White,Q7982488,8248300
Guy Hands,Q5622310,597946
Valgeir Sigurdsson,Q32394,6125259
Antonio Guterres,Q311440,471806
Maria Terrone,Q6761624,36472890
Mary Jane Colter,Q523888,1725775
Peter C. Newman,Q86203,462355
Sophie Martinez,Q842118,5199402
Nikos Kazantzakis,Q214622,51418
Ryan Franklin,Q3045255,2221353
Slim Aarons,Q929707,5377277
Eric Munson,Q5387152,3028237
Joe Mays,Q6211174,1802477
Jarron Collins,Q2500189,2227486
Myron Nelkin,Q5522210,13844422
Orrin H. Pilkey,Q7104086,12086776
Thomas Paine,Q126462,30795
Alexander Adam,Q2366692,2121792
Light Horse Harry Lee,Q450175,401673
Tony Kornheiser,Q7822730,495855
Mick Travis,Q3856905,15745081
Jacques Demy,Q312258,1105344
Gordon Jump,Q163235,325184
Lisa Emery,Q2184199,14223836
Hamilton Leithauser,Q17037824,42914943
Arthur Gordon Pym,Q615383,581845
Gary Anthony Williams,Q376031,2610453
Sergei Grinkov,Q465258,1346158
Melvin Van Peebles,Q2531955,348972
Sebastian Montoya,Q7442481,9278533
Michael Lipton,Q6832266,23461611
Amos Kloner,Q4608188,9777832
Meredith Patterson,Q6818971,6300146
Drew Meyer,Q5307235,4848021
Kelvin Jimenez,Q486326,10943699
Marshall Crenshaw,Q6773536,646004
Thomas Menino,Q941404,2665060
Eude Brito,Q5406486,5414570
Phil Bronstein,Q7181736,10407694
Mikheil Saakashvili,Q43330,376738
Walid Bin Attash,Q13566073,570345
Terry Hicks,Q7704517,20209153
Patrick Arnold,Q11203130,9627843
Holly Hotchner,Q16729926,17891752
Kenichiro Sasae,Q6141727,37829768
Nancy Duff Campbell,Q6962655,6269485
Barbara Tfank,Q4859357,34529180
Peter Glenville,Q1351492,8907380
Robbie Rogers,Q924638,9485388
Phil Hartman,Q366834,100840
Adrian Griffin,Q370572,2447166
Van Camp,Q7913228,36604056
Elissa Schappell,Q5361862,1878471
Opal Mehta,Q13636733,4667110
Rob Myers,Q7340409,24248780
Ian Blair,Q335858,1704779
Charles Saumarez Smith,Q5082357,1520319
Jamal Albarghouti,Q16147270,10755575
Montgomery Ward,Q3246929,742599
Rodney Mott,Q7357013,8927485
Jamal Khashoggi,Q1262052,5894884
Lucien Simon,Q3085544,27040574
Alexander Morozevich,Q312918,735828
Ferenc Molnar,Q296809,2111110
Bobby Baccalieri,Q2557030,516478
Shelby Cullom Davis Foundation,Q7493375,14020734
Rebecca Newberger Goldstein,Q766723,4500633
James E. Katz,Q18066898,18661972
Samuel Ting,Q192715,252048
Juliet Blake,Q16979839,42878168
Top Rank,Q7824594,14353258
Donovin Darius,Q5296874,2322090
Arthur Buchwald,Q319342,952194
Enrique Cruz,Q5379677,15110494
Dick Powell,Q287977,205811
Rafael Ruiz,Q7282310,11433648
J. C. Higginbotham,Q601523,827340
Philip J. Cook,Q7183812,7876982
Robert Miner,Q2744012,2419503
Claude Lemieux,Q974567,714000
Katharina Thalbach,Q69640,4731599
Mina Loy,Q470063,379915
Tyler Florence,Q7860006,1600027
Tim Green,Q2773687,1633668
Irving Kristol,Q553196,229266
Ben Casey,Q1277494,576998
Mark Kirk,Q339046,412103
Matthew Norman,Q6791024,2873440
Jesse Hamilton,Q18044009,43789975
John Ehrlichman,Q1699957,339375
John Fogerty,Q326538,170021
Joan Humphrey Lefkow,Q6205218,1559800
Marcella Sembrich,Q265698,3939641
De Tocqueville,Q140694,164153
Susan Wojcicki,Q55183,33039125
Tim Blixseth,Q7803191,31967971
Morris Peterson,Q957009,1345605
Tom Sizemore,Q349852,414308
Robert L. Jones,Q7346583,24427745
Jeb Corliss,Q342834,8993024
Joel Brouwer,Q6213273,23159831
Ping Pong,Q3930,30589
Marc Miller,Q3845378,1554133
Peter Warlock,Q934413,296246
Taddeo Gaddi,Q315835,329556
Craig R. Stapleton,Q3002054,4166850
Valerie E. Caproni,Q7911262,17904576
Bobby Clarke,Q888504,8533908
Bert Sperling,Q4895316,34999450
Bob Whitfield,Q4934369,7361401
Pete Dye,Q1944936,6302749
Judas Coyne,Q3221827,10097776
Jim Gianopulos,Q6195201,13983114
